RMS_ch1,MAV_ch1,WL_ch1,SSC_ch1,RMS_ch2,MAV_ch2,WL_ch2,SSC_ch2,RMS_ch3,MAV_ch3,WL_ch3,SSC_ch3,RMS_ch4,MAV_ch4,WL_ch4,SSC_ch4,RMS_ch5,MAV_ch5,WL_ch5,SSC_ch5,RMS_ch6,MAV_ch6,WL_ch6,SSC_ch6,RMS_ch7,MAV_ch7,WL_ch7,SSC_ch7,RMS_ch8,MAV_ch8,WL_ch8,SSC_ch8,Label
18.454586,14.41871,843.1749,23,51.073162,39.022667,2501.001,22,25.730885,16.967346,994.62463,19,7.8544397,5.349552,292.2277,19,7.821521,6.3665957,378.3557,23,13.626701,10.35409,661.08594,23,4.2433896,3.3780217,190.91945,23,16.487692,13.619221,906.29877,23,1
20.593494,16.6188,947.90906,21,52.294094,40.535526,2502.8901,21,26.24428,17.784595,972.19305,17,8.272489,5.9494,315.94684,19,8.116187,6.5526514,375.02435,21,11.989566,9.568485,611.84485,22,4.8537774,3.7804794,219.81003,23,18.935852,14.840358,1020.8995,24,1
18.660393,14.631272,772.1429,21,45.59473,36.26882,1996.3522,19,22.624454,16.12657,755.70654,15,7.346778,5.4182477,238.88098,19,8.036493,6.433399,361.47357,22,12.495343,9.789679,586.26306,22,5.0246325,4.0417056,237.31003,24,19.917517,16.078638,1098.7771,24,1
15.590669,11.7823925,580.98584,22,43.08268,34.1482,1882.0386,19,18.276176,14.687887,732.0762,16,5.794992,4.5159435,203.56668,20,8.101946,6.4288983,383.21008,23,12.4776125,9.732226,605.28503,22,4.783361,3.8281686,221.89336,24,20.055504,15.869917,1053.1887,23,1
14.79017,10.755815,534.69794,23,46.16878,37.851803,2103.3723,20,19.145296,15.49256,808.2278,17,5.956277,4.7399535,216.17108,20,8.294169,6.5890145,434.0851,25,10.999833,8.868473,550.0438,24,4.508651,3.5872037,203.10953,24,19.432259,15.527904,1025.8241,22,1
13.353207,9.386375,534.7126,21,44.573254,37.124954,2038.4485,21,19.587048,16.05163,894.585,18,5.7270446,4.4459796,218.57236,24,7.98935,6.2501116,387.3999,24,10.706954,8.462747,512.9508,26,4.336109,3.3506005,180.64453,23,18.017097,13.748714,848.297,21,1
10.135263,7.7725015,512.8876,24,42.8932,35.192604,2131.0605,23,19.008024,15.335735,938.2323,21,6.0731807,4.531676,255.1165,24,6.9425664,5.5155697,353.59457,24,9.269036,7.4565787,441.07678,27,3.577899,2.901229,164.9389,23,18.426374,13.636102,823.61896,21,1
9.432493,7.189041,484.46362,22,38.651653,30.752115,2005.8452,24,16.553133,12.942334,861.4139,21,5.211119,3.637157,218.71664,24,5.926081,4.5490904,293.2312,24,7.5451593,6.252462,371.52118,25,3.2587252,2.6111565,143.62294,25,20.205605,14.639879,909.5934,23,1
9.343269,7.00004,454.94827,23,34.559334,27.175642,1697.7744,23,13.399224,10.590708,669.89514,21,4.809432,3.3956373,207.60341,22,5.313005,3.9743676,254.27858,22,7.0715804,5.779852,328.4218,26,3.307066,2.6075168,152.71227,25,20.872665,15.561192,1027.9232,24,1
10.067601,7.8282957,524.4132,24,35.092396,28.662699,1589.0245,20,13.612407,10.874505,722.5906,22,5.533991,3.9715893,246.57855,22,4.2546697,3.2092733,186.23846,23,6.2519546,5.0933185,282.99496,26,3.3157365,2.6169243,155.37878,24,20.072355,14.4397135,966.5471,25,1
9.568444,7.2990017,478.87268,25,30.651226,25.239944,1371.1843,20,13.312364,10.234886,678.72473,22,5.6325636,4.0005755,242.2265,21,4.22925,3.144353,191.6404,23,5.3672876,4.4157095,252.25928,26,3.4096649,2.7016993,159.45929,24,20.18567,14.488584,983.4214,23,1
7.6706448,5.8707247,368.5891,25,28.698414,23.85352,1281.638,19,11.451968,8.636356,539.6504,22,4.3445287,3.1222436,172.48676,21,5.174598,3.554881,218.60632,24,8.542822,6.050598,387.9143,25,3.1944284,2.545674,130.37192,24,16.980337,12.673418,845.2678,24,1
7.4034996,5.639303,357.02655,27,33.513664,27.441435,1514.686,20,11.586325,8.807669,560.66345,23,4.516634,3.3694563,197.18704,21,5.6041083,4.0989947,273.46027,24,10.074033,7.440919,527.5642,26,2.9710438,2.400673,107.01434,20,16.200249,12.466511,729.9398,23,1
8.6276,6.7055936,404.15894,26,37.39095,30.862522,1783.0691,22,12.733603,9.589428,617.41016,24,4.6837554,3.5051022,201.64386,22,5.8938913,4.4653487,289.60678,24,9.921171,7.3127065,519.69586,28,3.4631915,2.7699075,129.0727,20,15.441355,11.792446,645.11945,24,1
8.263303,6.34699,371.4826,24,32.97133,26.09079,1768.7135,24,10.68428,7.897909,498.32434,23,3.4745796,2.6165533,146.92856,21,6.632099,5.053788,316.73505,24,10.484741,8.059798,565.9192,26,3.2345653,2.5734253,132.66989,21,15.4553585,11.72699,644.3179,24,1
8.9075,7.050119,445.3463,23,34.341408,26.911848,1885.5039,26,9.868653,7.6495247,435.25418,20,3.0546088,2.3811276,130.72635,22,6.4489756,4.8267303,322.6902,24,10.472744,8.020982,568.9892,25,3.223183,2.6136186,129.35109,22,16.808002,13.150842,722.2625,26,1
12.22847,9.092145,585.3627,22,42.17415,32.990463,2343.7854,28,11.466406,9.023957,569.37,20,3.8601289,2.8805077,170.45633,22,5.5472927,4.259624,288.9477,24,8.033733,6.2651515,435.83163,25,3.4549727,2.7885811,161.11235,23,15.897887,12.535459,709.8372,25,1
13.488954,10.47052,637.69226,20,39.237656,30.309385,2264.205,27,11.694701,9.367295,570.0183,20,3.8671894,2.889837,171.5326,22,5.2252793,3.9340825,254.34201,23,6.443924,5.146451,318.08997,24,3.6981897,3.0247204,177.23999,25,15.147272,12.130735,743.81226,23,1
12.70482,9.431269,595.81116,21,35.847885,27.064302,2018.8656,26,9.9344225,7.973959,490.92694,20,3.4343348,2.4072468,149.89131,23,5.038796,3.737179,246.64905,25,7.2363396,5.7720766,340.4646,22,3.2486806,2.6939409,146.8965,24,14.493996,11.718825,674.4783,22,1
12.327029,9.05314,570.3772,21,35.9913,27.298586,1918.8444,26,10.476169,8.726299,554.53217,21,3.872944,2.92576,174.51242,22,3.7525988,2.9402292,197.4497,25,6.0493674,4.5026393,266.85468,22,3.0951254,2.4674406,123.868256,23,14.080057,11.205952,618.8154,21,1
12.234545,8.982131,495.78436,22,35.026154,26.851305,1847.2468,25,12.062605,9.794153,665.4103,23,3.923384,2.9614189,178.25986,22,3.4656756,2.6091793,153.01364,22,5.8267436,4.07361,247.74963,24,3.2268355,2.5310454,131.70609,21,13.269989,10.751012,580.3491,20,1
9.915764,7.8152027,395.70514,22,28.908434,23.711397,1603.8723,25,10.915018,8.893909,564.0676,22,3.1422627,2.4974608,143.34665,23,2.7070036,2.244799,109.90301,20,5.5126166,3.6870499,205.84143,22,3.1697855,2.523992,113.20333,18,13.121702,10.712147,527.57025,19,1
8.124369,6.4579015,345.10007,25,28.126627,23.090332,1488.6842,24,10.504378,8.213445,503.71228,23,3.1559587,2.507124,125.84927,21,2.7961714,2.2884498,91.963104,20,4.4081893,2.893746,155.53952,23,2.8620162,2.1596985,93.62776,17,9.952661,8.260362,405.44092,22,1
8.365026,6.730179,344.79715,27,26.550837,21.026192,1327.0251,26,10.542642,8.320429,480.128,22,3.5898497,2.9207344,135.64655,19,2.4956589,2.0253222,78.56949,19,2.2269557,1.8087299,84.797,25,2.7467864,2.055855,90.24638,18,9.382845,7.5802784,413.67642,22,1
9.231472,7.008571,329.852,19,19.203321,12.988618,918.309,26,9.475316,6.6959434,394.82172,22,3.5542462,2.7817469,163.03246,24,3.8988395,2.5833874,149.28136,25,4.0636945,3.0030017,165.22375,26,3.0017054,2.4487643,107.93204,22,22.96112,14.874885,1047.0225,27,1
9.744605,7.6685066,378.294,20,19.439388,13.387237,902.77844,24,9.427621,6.570971,383.1437,20,3.5293496,2.6734903,158.80176,25,3.9995492,2.7985473,167.49881,27,4.0942764,3.0354707,173.52367,25,3.0963666,2.588634,123.63898,21,23.407309,16.063728,1124.2107,27,1
10.132373,7.661095,469.9534,20,19.445787,13.547854,891.94836,22,9.619037,6.7710376,405.4239,20,3.4126153,2.555771,150.20465,24,4.0113325,2.8233578,169.5918,26,4.055562,2.995896,179.69833,23,2.81517,2.3856993,123.107605,22,22.267921,15.543133,1069.6172,28,1
9.947131,7.4353604,463.09558,22,24.82697,17.663214,1188.8086,23,9.641593,6.912155,421.26968,21,2.988117,2.1345525,120.15995,24,3.8755605,2.5280178,161.05086,26,3.758568,2.6622999,153.84525,23,2.4126875,1.9848564,110.62421,22,16.095821,12.426797,781.27014,27,1
10.051076,7.568483,474.19138,26,20.18271,14.218389,924.0541,22,7.494772,5.619917,349.73685,20,2.2792654,1.7596494,113.84538,25,2.31078,1.6963564,105.81311,25,2.9522953,2.168853,108.42172,22,2.2009418,1.7583264,97.85661,19,16.776705,13.021613,740.77625,25,1
8.78653,6.705027,437.18463,27,19.014334,13.124995,870.8458,22,7.0790706,5.162252,349.19858,22,2.1557395,1.7035595,97.81724,22,1.700437,1.3101513,71.91337,25,2.0962644,1.5661603,85.42135,23,1.9412106,1.5677711,86.08955,22,16.759916,13.10606,755.17883,23,1
8.535032,6.5092206,426.57388,26,18.939339,13.102402,868.85583,23,7.460003,5.7201276,377.36798,23,2.3609285,1.9630961,111.60017,19,1.6194943,1.2579064,66.22455,24,2.013564,1.4880074,73.55693,23,1.8810052,1.4960128,76.45041,23,17.612656,14.031287,851.4307,23,1
7.447559,6.2440286,362.58148,28,20.819399,14.935473,964.0051,23,7.4929447,5.833137,373.5875,24,2.379089,1.9998027,110.736626,20,1.511099,1.1949874,61.37962,24,1.8385715,1.3835622,66.35725,23,1.937396,1.6016996,69.89173,23,21.347376,15.853797,931.61804,23,1
7.7554054,6.523075,367.39722,29,12.920567,9.695258,597.4032,22,5.5976844,4.5875072,310.55908,24,2.4147398,2.028497,116.96208,21,2.025635,1.4587117,78.419464,23,1.7445083,1.3026727,61.471283,24,2.6035001,2.0653677,90.74736,23,21.838144,16.240517,997.8044,22,1
8.577395,6.9256063,371.06116,27,12.852388,9.741907,557.62476,22,5.620676,4.661879,297.952,24,2.3388827,1.946399,105.27437,21,3.18378,2.2156446,130.91997,23,2.9915032,1.8003048,88.98103,24,2.682789,2.1892085,98.923645,21,22.597252,17.339094,1132.0139,24,1
9.10275,7.498997,382.11435,25,18.22537,12.716497,720.71136,20,7.481196,5.719767,367.76813,23,2.7259135,2.2140315,130.4901,22,3.569734,2.6317716,160.05746,20,3.3459373,2.18786,97.90011,23,2.99872,2.4613082,116.32397,20,24.334293,19.402506,1248.6765,25,1
9.759252,7.969495,399.18384,25,21.4037,15.295712,940.34717,21,8.557909,6.4731097,422.44464,25,3.0178294,2.3501263,136.97855,23,4.0250487,3.1120157,201.66792,20,4.2919865,2.918704,155.10548,22,3.5093408,2.8586793,142.78812,18,24.087313,19.112663,1210.3507,24,1
11.505083,8.942652,495.91174,24,20.286337,14.142459,901.8561,20,8.4720335,6.3596067,404.65497,25,3.02603,2.3164442,134.96706,24,5.1091056,4.0275483,287.11804,23,5.3026733,3.8147302,237.89433,24,4.446795,3.44415,173.10727,20,26.513212,20.497679,1242.4673,25,1
11.631661,8.803156,492.4995,23,29.51609,20.851372,1346.7291,21,10.70641,8.286658,525.30505,24,3.2875586,2.6313741,155.97,24,6.734618,5.2021375,362.89716,23,6.607641,5.0466585,337.7761,23,4.9018464,3.869242,209.43918,19,28.36653,21.738466,1277.5068,25,1
11.677275,9.178809,570.2123,23,32.787407,24.047392,1619.2859,23,11.546031,9.04553,572.3367,25,3.728213,3.023677,176.36612,23,6.9921465,5.436833,379.32166,23,7.518734,5.9222126,424.1005,26,5.207345,4.3030486,241.7832,20,31.885696,23.622004,1375.1489,27,1
11.828309,9.234552,561.7965,23,31.487883,23.015799,1477.5889,23,11.495877,9.094185,540.2072,22,3.78622,3.1110513,195.7152,24,6.8580356,5.178225,364.60632,23,9.029172,7.280848,523.517,26,5.4473987,4.5901375,263.25244,21,33.674416,25.80821,1457.6794,24,1
12.048156,9.456512,511.34668,23,33.236603,24.962748,1561.81,23,12.647995,10.017977,547.09155,21,3.9884188,3.2268689,196.65736,24,7.10198,5.482251,347.33002,22,10.340748,8.376043,620.54944,25,5.273144,4.4002876,266.70926,23,36.270584,28.616972,1507.1489,21,1
10.765731,8.678519,421.68567,20,40.61918,31.76872,2019.9364,23,13.636719,11.118818,603.4258,21,4.8476186,4.0446615,213.65182,21,6.866,5.3745604,285.7131,21,11.305828,9.234827,630.4829,23,4.7984176,3.9990616,240.37961,22,31.072802,23.05518,1186.9724,21,1
11.211256,9.251001,457.3175,20,34.7752,25.750832,1658.505,22,12.558842,10.029785,514.3671,21,4.9180417,4.1170387,225.7479,21,6.357288,5.1526747,280.065,22,12.6167145,10.068791,647.76965,23,4.22721,3.4819083,204.29613,21,28.956015,21.42655,1136.639,21,1
10.973268,8.845512,399.6821,22,36.644547,27.626837,1801.8047,22,16.088146,12.1110115,660.5194,21,5.3464136,4.4866185,258.65796,21,6.5921187,5.226809,266.6674,21,12.26858,9.525591,625.57513,23,4.2915235,3.432282,206.41226,23,24.57763,18.543646,978.75073,21,1
10.570298,8.63132,391.05194,23,39.735962,30.687084,2073.734,23,17.306843,13.394676,794.8506,21,5.294135,4.395394,246.2586,22,7.2272153,6.073535,324.19196,22,13.219403,10.1123085,643.3425,23,4.477831,3.4808102,215.31003,23,21.717684,16.455395,877.04663,21,1
11.151983,9.061975,486.7271,23,39.35544,30.09948,2091.3733,23,19.01884,15.093909,979.4121,22,5.1354713,4.276569,253.20798,24,6.949015,5.7380247,339.66663,23,12.998185,9.99892,597.70325,23,4.9229374,3.881372,227.30493,22,18.696901,14.804724,892.0126,24,1
10.932032,8.772613,510.53986,25,35.096935,27.664068,1665.0205,23,21.364458,16.918724,1069.3057,23,4.6130896,3.7463403,259.17657,26,7.711358,6.3355,414.74237,23,12.53701,9.38093,589.4222,22,4.658896,3.6067781,226.41553,24,18.864908,15.343167,960.27246,23,1
10.200688,8.128598,470.9804,25,41.741608,33.565025,1945.6414,22,24.513817,20.087896,1310.0151,22,4.885136,3.9373174,247.15347,27,6.903715,5.5229115,344.68036,22,11.50339,8.897989,573.5593,22,4.768233,3.7685318,221.67017,24,18.402348,15.09884,860.74713,25,1
10.754004,8.72215,544.1296,25,39.75182,31.439941,1610.5317,21,22.694723,18.330622,1209.9905,24,4.963817,3.8907032,254.78995,27,7.0436096,5.678292,363.29083,23,11.615567,9.003361,564.02124,21,4.465861,3.5044043,206.46364,25,20.952593,17.395191,1065.9769,24,1
13.859017,10.733607,711.4762,24,40.732162,32.39739,1647.2363,22,26.109797,21.254076,1359.114,25,6.083703,4.7727394,318.78046,26,6.5276337,5.094488,329.50525,24,10.102402,8.145255,533.29565,22,4.276197,3.4835114,211.82153,25,20.053766,16.16355,1063.8817,25,1
14.0527725,10.796089,710.7797,24,45.11702,35.889927,1907.281,22,24.898905,19.867836,1212.4246,25,6.1563354,4.9115396,322.4612,26,7.5323286,5.765998,350.65982,22,11.858251,8.940135,610.08435,23,3.691378,3.0294015,198.46487,25,17.652103,13.709065,900.6544,26,1
14.448591,11.105392,731.02966,25,45.49971,35.535515,2070.51,23,23.90696,18.848312,1144.967,25,6.4438353,5.253633,311.98563,23,7.641988,5.7279463,317.20938,21,14.378321,10.092674,685.38544,25,3.784332,3.0588944,196.25938,24,17.349678,13.461973,801.3112,26,1
16.243721,12.893152,888.02783,25,47.92401,38.71524,2575.3916,23,25.775454,20.122887,1286.2733,24,6.8336945,5.6387906,356.74637,23,8.098963,6.4172926,382.32123,22,14.258248,10.020034,696.3208,26,3.9028647,3.0767329,216.57672,23,15.849877,11.911175,799.79913,25,1
16.859123,13.5855,892.2942,25,53.527103,43.971107,3138.7134,25,26.556314,21.233463,1372.4622,25,6.447437,5.336875,320.96356,22,7.2883782,5.485946,337.45413,24,15.647832,11.526409,773.30597,25,4.0816283,3.2533965,219.68645,22,12.015333,9.931497,575.46765,24,1
14.070694,10.988862,697.0134,24,54.46572,45.080925,3240.9941,24,25.090687,19.765944,1308.5208,25,5.526967,4.507279,250.75214,21,9.236221,6.918761,424.75836,23,15.796468,11.76074,785.2418,26,3.7992127,3.0486193,186.48761,22,12.466637,10.411514,519.0857,22,1
13.255608,10.313076,628.71533,24,50.88575,42.30981,2883.0498,25,25.83924,20.346693,1296.1263,22,6.1049676,5.092168,252.75934,19,9.551665,7.391534,466.22028,25,14.387554,10.898268,655.5782,24,3.6434371,2.8558066,173.44753,22,12.626031,10.681265,530.28705,21,1
12.401806,9.521662,564.4892,25,48.926674,39.649086,2669.9036,25,25.846127,20.811323,1278.3945,21,6.103209,5.138488,263.04602,19,9.103232,7.1162987,462.6192,24,11.271172,9.2056465,587.4691,23,4.1808696,3.3288488,212.02057,24,15.23486,12.356248,737.5039,20,1
10.434444,8.154777,459.02448,25,44.257435,35.465218,2152.3428,25,23.56566,19.266607,997.6937,19,5.8676596,4.9477954,228.89569,19,8.901377,6.7484007,444.12183,25,10.683671,8.41037,525.3305,23,3.845628,3.0398495,200.11125,25,15.78344,12.85791,800.388,21,1
8.802833,7.012586,417.1976,25,37.916878,31.036049,1789.2284,25,22.693134,18.592583,873.04126,17,5.72463,4.7420564,223.9579,20,9.29219,7.1885033,474.60034,24,9.7361765,7.878008,495.997,22,3.7659678,2.9750838,195.93158,28,14.851592,11.743558,770.78357,23,1
9.5553875,7.653,485.87213,25,37.831795,30.940157,1934.7152,25,21.508022,18.160206,758.7352,16,5.497762,4.525087,219.3616,21,8.607011,6.9675684,420.38873,23,9.388337,7.5941505,453.2032,23,4.158756,3.1970236,227.92749,28,13.411878,10.249043,741.98376,26,1
9.757292,7.681398,535.0211,26,43.99946,35.14319,2407.5337,26,23.977026,19.56298,892.5105,19,4.797015,3.902858,210.18222,24,7.7115273,6.212096,349.87598,23,9.262055,7.396997,490.17163,26,4.227478,3.2726676,239.64548,27,13.225695,9.939672,723.83606,27,1
12.173319,9.451777,685.2024,26,48.354992,40.21,2929.553,26,24.375505,19.542297,975.6687,21,4.4559636,3.6210458,218.40668,26,8.03771,6.362982,388.22897,24,13.327379,9.491216,644.662,26,3.9526236,3.0638635,214.13824,27,10.591233,8.541714,580.7864,27,1
14.106661,10.683529,750.057,26,51.50526,43.46503,3116.3652,25,26.207577,20.442232,1159.4604,23,4.343272,3.492736,230.73906,25,10.906698,8.365413,479.36884,22,20.606878,13.905791,992.0212,26,4.8431773,3.7293563,244.16591,26,9.513664,7.892845,487.34036,24,1
14.84353,11.405402,756.3301,25,51.3962,43.36748,3054.1782,24,29.022146,23.519154,1321.5977,23,5.249382,4.213555,252.73853,24,11.499004,9.14484,540.87866,23,21.134525,14.438408,1075.0496,27,4.7477064,3.6062963,235.9166,25,9.181524,7.6122055,444.3803,23,1
14.841815,11.355456,731.52,24,48.4951,41.00352,2513.1763,24,27.705704,21.480486,1261.727,21,5.4549046,4.4574885,258.07394,25,10.8504,8.354336,559.4465,24,21.012497,14.100938,1041.7174,26,4.357606,3.2745044,195.40367,23,8.953866,7.4773746,420.35742,23,1
14.9535,11.58764,778.3373,23,41.960583,35.358803,2071.686,23,25.738451,20.115196,1199.1141,22,5.307048,4.2105947,252.40094,25,12.123939,9.610206,639.0829,24,20.730171,13.49646,974.21857,26,4.8432956,3.7309668,209.19635,22,8.807282,7.4125504,393.20447,24,1
13.409482,10.353029,678.8688,23,41.77875,35.93435,1789.6371,24,25.510729,19.95324,1188.2722,21,5.3017178,4.1297526,236.4927,25,13.138501,10.263986,661.81213,24,20.89936,14.387299,1033.6136,24,4.5881047,3.5610042,199.22652,24,7.987904,6.708937,344.28586,24,1
11.525115,9.468921,580.86786,23,36.098827,31.453295,1457.0068,24,23.804945,19.087343,1082.1074,20,4.9956493,3.8507087,214.10316,24,10.873616,8.280532,561.8345,24,14.584359,10.887552,765.51166,26,3.704388,2.9369514,162.28137,23,7.0499344,5.8925686,325.27722,27,1
10.455241,8.560207,519.09216,23,35.875843,31.388666,1353.6542,23,22.502626,17.554592,1054.4541,23,4.5651655,3.5102596,192.14178,23,11.443151,8.711587,584.1153,24,22.086407,15.0115,1077.9136,24,4.2932744,3.3572395,185.76132,22,8.244861,6.5225253,369.78717,27,1
11.335261,9.329349,594.76294,24,36.07808,31.110735,1573.2292,23,26.601055,21.094576,1279.73,23,5.543814,4.215379,245.59785,22,11.59319,8.937825,591.92706,25,22.924934,15.892409,1131.8436,24,4.465712,3.54417,218.24184,24,8.605803,6.7498903,399.372,28,1
11.10813,9.179064,552.2469,23,42.567432,36.123234,1852.5598,22,34.069695,26.198357,1511.7446,22,6.5122867,5.0885606,307.61514,20,10.273054,7.712531,538.772,23,24.65196,18.430033,1288.8757,24,4.7603197,3.8217473,224.21696,22,9.255219,7.412435,452.45682,26,1
11.8317795,9.814956,612.0964,23,41.742695,34.493286,1878.9089,21,34.567493,27.09542,1516.6221,22,6.812763,5.486752,320.24725,22,10.705663,8.206637,600.10486,24,26.08574,19.22011,1228.1144,24,4.902633,3.9455652,245.35913,22,9.191881,7.4680233,486.98602,26,1
13.444162,11.027821,703.8086,22,41.44965,34.067993,2003.498,21,34.73813,27.24287,1523.1997,21,7.0269513,5.868293,332.79572,20,11.699484,9.253503,641.6554,23,27.061552,20.648188,1291.4021,23,4.965628,4.0313234,256.98352,24,9.4776945,7.88119,477.59534,26,1
15.921611,13.218968,860.90234,21,44.06504,36.367832,2138.8247,23,37.579235,29.669811,1659.1552,21,7.319424,6.105491,374.02307,21,10.773958,8.517875,574.8776,22,21.427063,16.765957,957.0168,22,4.7313204,3.9301245,249.49257,23,8.787266,7.5983124,473.42163,25,1
16.8785,13.898626,886.1188,22,44.79893,37.2348,2322.4932,23,38.15531,30.560173,1865.0803,22,7.4361134,6.1148143,392.69086,22,11.390136,9.153995,625.0845,22,20.90487,16.765009,910.75366,22,4.7880454,3.9587696,232.8245,24,8.394578,7.271954,432.31317,26,1
19.800365,16.366055,1058.293,22,45.98131,38.455288,2474.0488,22,37.704384,30.571178,1941.5942,22,7.4495387,6.1964126,378.68475,22,14.340489,11.573875,770.3899,21,19.67356,15.687272,788.788,21,4.6287007,3.822922,254.38571,24,9.365428,7.915025,490.12366,26,1
20.195517,16.952164,1051.6146,22,45.223347,38.314888,2438.147,22,37.081646,29.802984,1937.2146,23,7.8196626,6.550758,404.69214,20,13.241679,10.617399,697.7176,22,17.136316,14.365586,714.59595,21,4.7901096,3.999325,248.67128,24,9.287902,7.8682356,473.7707,26,1
19.34954,15.77889,998.6631,22,44.58936,36.707718,2368.4814,24,35.229504,27.065014,1835.2188,22,7.934662,6.5692935,423.5682,22,12.883734,10.351902,682.85144,24,16.129591,13.796256,659.5435,20,4.7624,4.032273,233.81683,21,8.939659,7.436088,454.22028,26,1
18.354841,15.0310755,909.2906,21,47.598545,38.5362,2424.1125,23,32.677326,25.703411,1598.5852,21,7.843851,6.5748305,385.41565,22,13.125995,10.6274395,689.56323,23,17.049713,13.785863,648.3633,21,4.6317496,3.8716147,210.34563,21,8.629657,7.124149,417.6178,25,1
18.388113,14.890312,906.6366,21,45.780945,36.360237,2087.6108,22,31.116508,23.806143,1372.742,21,7.5547214,6.2681704,355.92938,20,12.45112,9.774345,596.8898,22,18.541183,14.977963,806.07324,22,4.892856,4.0485506,221.90337,21,8.976369,7.364227,428.04083,25,1
14.85587,11.961294,692.25757,23,39.272106,30.993633,1681.9375,23,24.596207,19.550251,1103.7817,21,7.4805365,6.217797,352.16388,22,9.647112,7.937016,494.49747,23,18.392246,14.762793,855.41895,24,4.6163,3.7364357,196.15942,22,7.405894,6.3461037,310.8741,25,1
13.84887,10.917566,659.6375,24,38.381504,30.175652,1821.3296,24,25.937126,20.51574,1249.5132,22,6.9246855,5.658188,328.0815,22,9.876552,8.003504,480.06,23,16.234123,12.45881,760.92194,24,5.410578,4.258822,235.54366,22,6.656946,5.455787,246.30382,23,1
13.878073,11.057342,695.36005,25,49.232178,39.322155,2531.254,23,32.27077,26.070879,1673.793,24,7.0034366,5.812859,338.88004,24,9.273121,7.333251,436.72452,22,16.532465,12.298928,755.70996,26,5.301642,4.0865445,225.617,24,7.354169,5.681967,246.68195,23,1
13.134766,10.441932,687.3185,26,45.674244,35.623547,2429.9805,26,33.605564,26.455702,1884.772,26,6.88005,5.703504,346.26807,22,9.142687,7.2243,425.39337,22,15.902091,12.672236,816.88513,24,5.291235,4.0408354,236.81636,23,7.307696,5.600426,264.97327,23,1
11.675878,9.772917,625.1036,24,47.05049,36.932045,2544.0493,26,35.285393,28.193434,2029.1274,25,6.4795623,5.394629,322.5229,24,9.6232,7.393501,450.13226,21,15.645737,12.458361,750.12445,25,4.9959955,3.852273,236.43677,22,7.1240582,5.465952,262.878,20,1
11.749923,9.773355,650.50073,22,49.357647,39.20009,2804.3545,25,36.627064,29.770935,2027.3491,23,7.0621066,5.6511993,316.5285,23,8.930682,6.8778143,397.7162,20,15.12156,11.833192,680.05273,26,5.027727,4.055503,232.4885,21,9.545121,6.65595,366.47568,21,1
12.110501,10.109184,653.55505,22,48.878513,38.070854,2676.975,24,36.78718,29.713139,1855.3843,21,7.0666466,5.721065,316.3051,21,8.112978,6.3462396,374.5686,21,15.877809,12.8271,759.9502,26,3.827996,3.2228036,169.39444,21,10.181545,7.6929784,418.22537,22,1
11.411278,9.5044365,580.14557,19,37.17644,28.648373,1946.9022,25,32.14946,25.713833,1482.6877,21,6.920179,5.5472956,287.66168,21,9.424177,7.4724984,451.1176,21,18.835272,15.042228,917.1114,25,4.5861273,3.8503442,204.55965,20,10.542628,8.324647,453.07028,22,1
16.139643,12.0888405,706.7451,19,39.129723,31.561754,2064.0835,23,32.75612,26.578207,1399.6996,20,8.049296,6.401786,327.8401,21,8.716424,6.786557,428.8445,21,18.101995,14.25986,838.8186,27,4.4441476,3.7270029,203.99704,21,10.592529,8.322489,449.03973,21,1
15.761075,11.74973,661.8471,20,36.70345,28.93926,1911.7094,26,29.469976,23.87365,1212.5532,19,8.220894,6.6407576,358.41904,21,8.213549,6.6004987,401.5055,20,16.602528,12.892727,808.9485,25,4.2363386,3.4814677,182.21823,21,11.069166,8.929761,506.61896,21,1
16.508923,12.785224,691.7205,20,31.819328,24.622288,1576.5693,26,26.839552,21.777386,1155.8425,21,7.668723,6.243825,360.90448,21,7.708406,5.9719396,365.16736,19,16.87792,13.076833,831.0874,25,3.7637308,2.9328482,156.61273,20,10.497357,8.543117,509.22232,22,1
16.562809,12.628151,685.5014,21,31.378782,24.691233,1596.8164,25,27.453114,22.496122,1177.286,21,7.6602144,6.248717,346.53082,21,7.034605,5.187201,305.7091,19,16.036951,11.810273,750.81934,25,3.8588915,3.0138648,165.86673,19,10.828039,8.824372,550.7107,21,1
17.019674,13.13352,716.40436,23,33.94131,26.737255,1740.719,25,27.238379,22.016808,1148.277,21,7.468199,6.0668254,321.67535,21,6.1679115,4.7436466,276.68347,20,12.2937765,9.74047,599.829,25,3.0475144,2.5097704,147.59592,21,10.508688,8.410992,535.8535,23,1
14.046492,11.360115,620.56366,23,30.534325,24.154863,1687.1467,27,26.464867,21.325148,1160.8065,23,6.0458803,4.955687,261.46567,21,5.7931724,4.2481194,247.6478,20,11.570808,9.151035,594.4962,23,3.4515314,2.8341086,167.06422,21,11.799163,9.477809,615.9055,24,1
13.974804,11.381373,645.02606,23,34.392597,27.513456,2024.0024,26,26.732548,21.695065,1237.0332,23,6.0482087,5.0179734,243.01543,21,5.728522,4.300073,251.90634,23,11.568534,8.683985,561.0908,25,3.7923336,3.043242,182.58542,21,11.664555,9.372393,589.5134,25,1
